InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
326850,P1358,Keyboard,12,2023-03-04,44,8,UK
244223,P5131,Keyboard,45,2025-03-26,6,40,France
646791,P4674,Shoes,26,2024-05-18,82,65,UAE
526177,P9713,Phone Case,2,2025-08-03,17,44,UAE
800885,P3890,Laptop,8,2023-04-13,6,76,UAE
605936,P8479,Shoes,33,2025-05-28,17,61,USA
450017,P6357,Shoes,8,2025-07-12,79,46,Germany
384414,P1786,Keyboard,28,2024-01-15,47,61,UAE
596880,P2516,Jacket,45,2024-01-29,38,36,USA
824305,P5725,Jacket,25,2025-06-16,57,69,UK
158145,P1624,Headphones,21,2023-01-11,12,71,UK
639632,P1523,Jacket,43,2025-02-11,49,13,Canada
879468,P1680,Shoes,45,2025-05-13,65,5,UAE
302529,P2136,Shoes,8,2023-03-01,62,43,UAE
387578,P7382,Laptop,15,2023-02-04,20,30,Canada
719932,P5378,Keyboard,25,2024-08-18,52,80,UAE
518328,P6454,Headphones,12,2024-10-05,11,54,Kenya
325414,P7549,Phone Case,1,2023-09-16,12,48,France
377807,P2318,T-Shirt,29,2025-05-02,79,33,Germany
433252,P5581,Shoes,9,2023-05-23,63,68,Kenya
691839,P2743,T-Shirt,42,2023-06-04,19,32,UAE
101784,P9373,Phone Case,33,2024-09-20,30,2,Canada
218573,P7637,Jacket,11,2025-01-03,71,13,Kenya
848763,P2007,Shoes,8,2024-07-02,56,76,UK
228496,P2275,Jacket,42,2023-02-16,81,32,UAE
130280,P1215,Phone Case,13,2024-02-27,43,89,Germany
640125,P7765,Jeans,28,2024-07-27,6,66,Canada
318321,P9174,Jeans,16,2023-10-17,35,98,UK
768931,P9212,Jacket,46,2024-05-21,98,77,USA
503314,P6762,Laptop,40,2025-05-05,7,44,France
616825,P2675,Laptop,49,2025-01-01,78,10,UK
785915,P7225,T-Shirt,26,2025-05-11,16,12,UK
937813,P3302,Jeans,11,2023-07-26,68,94,USA
640470,P3659,Headphones,20,2023-08-03,53,83,Kenya
979379,P1589,Jeans,19,2023-04-03,98,77,Kenya
390256,P9617,Phone Case,29,2023-04-26,93,53,UAE
273509,P1437,Monitor,29,2025-05-18,37,23,Germany
970404,P1287,Shoes,28,2025-04-23,45,16,USA
220473,P2342,Jeans,43,2025-07-06,73,40,Germany
747448,P3835,Jacket,43,2023-12-06,74,22,Kenya
241639,P8807,Monitor,39,2024-02-07,77,19,USA
625448,P3345,Phone Case,15,2023-08-17,56,83,Kenya
379987,P8850,Jeans,34,2023-11-23,4,68,USA
857170,P5205,Keyboard,46,2025-06-28,37,58,Germany
487892,P1778,Keyboard,44,2023-10-10,63,83,Canada
820791,P2557,Phone Case,14,2024-06-24,10,11,Germany
219801,P6217,Jeans,38,2024-01-27,20,52,Germany
469090,P7455,Keyboard,34,2024-08-21,29,51,France
401611,P4795,Backpack,7,2024-11-25,28,24,France
281348,P6191,Phone Case,37,2024-04-12,62,55,USA
244031,P5033,Keyboard,6,2023-07-21,80,14,France
624353,P2851,Backpack,1,2025-02-12,16,69,USA
894861,P1477,T-Shirt,2,2023-11-01,96,86,UK
397982,P9220,Laptop,29,2024-02-18,8,94,Germany
981844,P1435,Headphones,39,2023-03-25,12,74,Canada
420923,P8774,Headphones,27,2024-03-22,84,61,Kenya
551995,P3999,Shoes,31,2025-08-12,46,95,USA
738567,P4715,Jacket,19,2023-04-21,35,55,UK
645411,P2988,Jacket,4,2024-07-29,26,74,Canada
143007,P7564,T-Shirt,20,2023-12-19,62,75,France
889400,P1317,T-Shirt,9,2023-02-18,73,40,Kenya
948004,P7631,T-Shirt,46,2024-06-21,15,65,USA
366528,P9908,Jeans,45,2023-09-25,22,42,Canada
592011,P2213,Shoes,12,2024-02-13,59,23,Germany
724933,P8439,Phone Case,45,2024-05-20,12,16,Canada
425406,P9387,Phone Case,16,2024-01-31,45,83,France
791269,P8908,Jeans,49,2024-12-16,68,33,USA
690841,P9440,T-Shirt,25,2025-06-07,68,79,USA
760341,P5117,Jeans,49,2024-04-01,77,48,USA
883234,P8730,Shoes,9,2024-10-04,45,13,UK
436876,P5742,Backpack,41,2024-08-31,59,48,Kenya
322944,P1702,Jeans,28,2024-11-03,48,89,France
273582,P1570,Monitor,10,2024-09-26,30,34,UK
682856,P5775,Jeans,46,2025-02-10,35,9,Kenya
415462,P8976,Phone Case,37,2023-11-17,81,33,Germany
706114,P1966,Backpack,35,2025-01-18,2,73,France
802308,P8186,Keyboard,49,2023-04-01,25,64,UK
983771,P2481,Backpack,21,2024-09-28,46,55,Canada
933131,P4042,T-Shirt,17,2023-07-24,73,42,Germany
639081,P5460,Laptop,10,2024-11-24,37,31,UAE
822340,P8229,Monitor,16,2023-12-31,99,98,Canada
644401,P6551,Shoes,4,2024-02-12,56,23,UAE
561635,P8107,Backpack,8,2025-05-12,71,27,USA
606956,P5297,Monitor,37,2023-03-23,5,12,Kenya
789038,P4734,Keyboard,32,2024-08-15,98,43,France
695702,P4095,Laptop,4,2024-11-25,78,21,UK
854298,P5377,Jacket,39,2024-09-29,3,83,USA
441983,P8818,T-Shirt,11,2023-02-24,24,6,Canada
908704,P5386,Laptop,22,2023-04-24,50,95,UAE
538742,P3577,Shoes,24,2024-12-01,81,8,Germany
780389,P7785,Headphones,49,2023-12-22,42,45,Kenya
713552,P8894,Backpack,11,2025-03-23,36,96,USA
257525,P8818,Phone Case,30,2024-08-29,27,42,Germany
776928,P8626,Headphones,25,2023-12-11,99,66,UAE
333420,P9172,Laptop,8,2025-06-16,31,22,France
175692,P5551,Monitor,23,2025-07-30,23,22,UAE
763313,P2364,Shoes,4,2025-05-08,8,21,Canada
397042,P7659,Headphones,47,2025-04-12,80,72,Germany
123943,P5324,Phone Case,21,2025-05-15,41,4,Kenya
472008,P5888,Jacket,1,2023-05-11,89,65,UK
107137,P6785,Headphones,17,2024-08-26,7,14,Germany
863814,P9131,Monitor,18,2025-04-07,88,10,Germany
299878,P5425,Laptop,26,2024-09-20,84,9,Germany
772711,P8527,Monitor,12,2025-04-18,20,62,Kenya
229484,P8626,Jeans,32,2023-06-22,65,53,Canada
150980,P9534,Shoes,40,2023-05-02,45,40,Germany
891052,P7746,Headphones,34,2024-06-25,95,66,Germany
657275,P3947,T-Shirt,13,2024-09-01,18,71,Canada
489437,P9397,Laptop,37,2024-08-21,11,21,France
407571,P4619,Headphones,6,2025-04-20,80,19,Germany
529821,P8010,Phone Case,37,2023-07-12,89,24,Canada
529181,P5986,Monitor,11,2024-04-25,38,4,USA
462277,P4596,Backpack,25,2024-07-20,2,77,USA
257686,P4026,Headphones,26,2024-09-14,66,33,UAE
686280,P5557,Monitor,17,2025-04-06,50,87,UAE
562993,P4875,Laptop,23,2024-09-29,85,8,UAE
933610,P2400,Laptop,38,2024-11-19,53,37,Germany
371173,P4393,Shoes,32,2023-05-17,65,10,Canada
200546,P8947,Jacket,47,2025-07-04,60,61,USA
390158,P7730,Jacket,41,2024-10-25,87,3,UK
823557,P7809,Monitor,29,2023-08-05,74,16,Germany
412698,P1060,Shoes,9,2024-02-12,82,63,France
228571,P6224,Monitor,27,2024-11-30,14,74,USA
688158,P9044,Monitor,7,2024-06-14,92,73,France
870040,P1720,T-Shirt,32,2023-10-30,54,100,France
549116,P9450,Jeans,20,2025-07-30,34,91,France
827106,P1160,Monitor,12,2024-10-07,44,28,Canada
802413,P4151,Jacket,1,2023-06-29,49,50,UAE
214267,P6143,Laptop,1,2024-12-28,42,24,France
643435,P1964,Backpack,34,2024-07-18,78,26,UK
234873,P4203,Jeans,8,2024-08-14,42,65,UK
835843,P7160,T-Shirt,10,2023-12-23,50,2,UAE
353300,P7373,Laptop,43,2024-09-23,12,71,France
587010,P7293,Headphones,25,2023-01-15,54,81,UK
889803,P6804,Jacket,20,2025-05-01,66,75,Canada
977156,P5020,Jeans,6,2024-04-17,26,80,UAE
859336,P3207,Backpack,33,2025-03-17,29,84,Germany
392185,P4883,Laptop,19,2023-02-26,61,71,Canada
908779,P6157,Laptop,14,2023-04-25,89,77,UAE
773999,P1829,Shoes,6,2025-01-18,98,36,Kenya
314094,P9684,Jacket,20,2024-05-07,36,47,UAE
783335,P5970,Laptop,32,2024-03-25,91,79,Germany
929176,P7062,Monitor,36,2024-02-05,87,24,France
180194,P9820,Backpack,3,2025-06-14,17,72,Canada
966247,P3663,Jacket,31,2023-09-30,38,97,Germany
246407,P2668,Backpack,4,2024-12-09,70,58,Kenya
165657,P1460,Jeans,35,2025-07-19,26,32,Canada
140114,P8901,T-Shirt,34,2025-03-20,50,92,Canada
812921,P3548,T-Shirt,15,2025-03-20,22,87,Kenya
349311,P8853,Jacket,37,2023-08-13,50,81,Canada
804612,P4684,Jacket,22,2023-04-15,43,96,France
842300,P2863,Backpack,40,2023-12-31,85,94,France
634771,P7850,Shoes,45,2025-05-06,18,9,France
208679,P6301,Backpack,49,2024-05-17,1,92,Germany
919597,P3437,Phone Case,3,2024-07-29,49,6,UAE
919639,P6932,Headphones,13,2025-02-28,50,98,UAE
378441,P4213,T-Shirt,12,2023-05-26,13,79,Kenya
898388,P2307,T-Shirt,29,2023-01-05,3,63,Kenya
848496,P7013,Keyboard,7,2024-04-29,17,56,UAE
989285,P4588,Backpack,32,2025-02-22,83,9,USA
556834,P1250,Backpack,6,2023-03-13,13,86,UK
941824,P4346,Laptop,36,2023-09-24,22,64,Kenya
771076,P5734,Headphones,7,2024-05-29,5,43,Kenya
984769,P7911,Phone Case,16,2023-04-17,34,37,UAE
433007,P4195,Monitor,9,2023-02-10,40,86,Germany
218465,P5305,Jacket,6,2025-02-16,84,66,USA
584994,P1731,Monitor,22,2023-05-04,87,60,France
694814,P8310,Monitor,27,2025-06-28,64,16,USA
957021,P4287,Shoes,23,2024-12-07,76,36,USA
556771,P4925,T-Shirt,26,2023-12-21,17,12,Germany
590198,P3479,Phone Case,17,2024-10-30,54,3,France
967304,P2481,Jeans,34,2023-04-30,57,20,UAE
443154,P3397,T-Shirt,36,2024-02-22,86,18,USA
205463,P2237,Laptop,20,2023-05-23,3,73,UAE
465556,P7436,T-Shirt,40,2023-01-13,41,23,France
255893,P8468,T-Shirt,16,2023-08-27,58,76,Kenya
304554,P6906,Headphones,21,2023-10-26,54,35,USA
950292,P3050,T-Shirt,32,2024-04-15,39,15,UK
326716,P8339,Headphones,15,2023-08-22,2,4,UK
156265,P9733,Keyboard,42,2024-05-07,99,7,UK
307665,P9978,Jeans,48,2023-09-18,9,84,Canada
644511,P8282,Monitor,27,2023-06-06,4,50,Canada
131105,P9486,Phone Case,11,2023-03-07,33,6,USA
489891,P3451,Jeans,39,2023-02-24,5,62,UK
804409,P8083,Monitor,42,2023-12-18,9,31,France
921912,P3316,Laptop,30,2023-12-18,5,23,UAE
675266,P8257,Headphones,8,2024-12-30,14,43,UAE
435376,P9894,Monitor,4,2023-11-21,32,79,UAE
587925,P9953,Keyboard,26,2024-06-27,60,60,UK
143606,P7057,Shoes,41,2025-07-05,4,48,Germany
491028,P5069,Jeans,41,2024-03-02,61,29,Germany
122469,P1236,Jeans,19,2024-02-18,82,18,Canada
375342,P2082,Jeans,30,2023-08-30,60,52,Kenya
219006,P4878,Phone Case,12,2024-07-09,46,16,UAE
854991,P5630,Shoes,27,2024-03-06,4,100,Germany
786401,P6593,Monitor,31,2024-12-21,43,88,France
491116,P3938,Keyboard,19,2024-05-09,26,90,Canada
154138,P1813,T-Shirt,36,2023-07-27,3,12,Kenya
357722,P8975,Monitor,28,2024-08-22,61,84,UAE
140703,P5057,Shoes,37,2023-11-23,52,31,UAE
851990,P5609,Jacket,2,2023-04-08,34,83,USA
208345,P9197,Monitor,31,2025-08-02,61,15,Kenya
593165,P7257,Backpack,27,2025-02-21,28,12,Germany
365961,P8163,Jacket,23,2023-04-16,23,48,Kenya
863419,P6624,Headphones,37,2024-01-16,83,100,UAE
749756,P3368,Laptop,6,2025-08-05,34,29,UAE
157106,P2653,Jacket,1,2024-10-25,57,46,USA
533044,P7644,Keyboard,9,2024-02-13,54,78,Germany
141281,P5133,Backpack,8,2023-09-22,34,62,Germany
137729,P1269,Backpack,32,2024-12-29,27,15,Kenya
804421,P9719,Monitor,14,2024-10-16,23,95,Kenya
703190,P2850,Backpack,25,2024-08-04,24,63,UK
910849,P5958,T-Shirt,8,2024-02-17,76,96,UK
706146,P7371,Keyboard,9,2025-05-18,55,1,Germany
577176,P5653,Phone Case,35,2023-11-13,68,79,UAE
584149,P5376,Laptop,11,2023-06-29,69,73,UAE
345918,P3017,Laptop,49,2024-05-01,24,38,UK
368172,P4763,Keyboard,25,2025-07-19,81,30,USA
609181,P4332,Headphones,33,2023-11-06,85,11,UAE
430515,P6537,Phone Case,17,2024-03-19,53,52,France
285190,P3839,Keyboard,7,2024-12-23,95,85,Germany
446958,P4725,Headphones,21,2023-03-08,83,41,UAE
823681,P3442,Jeans,15,2025-01-25,51,95,Kenya
981443,P8220,Monitor,30,2023-08-15,65,51,Canada
160795,P7290,Shoes,29,2023-05-27,38,33,Canada
777774,P3325,T-Shirt,31,2025-08-12,65,38,Canada
397002,P1125,T-Shirt,43,2024-09-20,14,36,USA
890719,P9314,Jacket,22,2023-06-15,57,73,UAE
269997,P4188,Laptop,7,2025-02-10,95,71,Canada
175432,P7960,Keyboard,24,2025-05-03,9,43,UK
545363,P8001,Jeans,3,2023-10-10,57,29,UAE
648084,P6948,Laptop,12,2024-10-20,86,31,Canada
380246,P8598,Headphones,16,2023-09-25,50,17,Germany
942525,P1714,Shoes,17,2023-09-13,31,48,Germany
947632,P8553,Phone Case,33,2024-01-28,36,38,Kenya
617925,P6766,Jeans,9,2025-02-11,46,100,Kenya
166763,P4056,Monitor,16,2024-03-01,91,41,UK
336426,P3819,Shoes,7,2025-05-11,79,4,UAE
264025,P8899,Keyboard,25,2024-08-05,2,36,Germany
539282,P3033,Phone Case,2,2024-06-25,8,81,Kenya
611243,P8105,T-Shirt,48,2025-04-08,55,45,UAE
840451,P7914,Headphones,41,2023-08-10,88,91,Germany
358633,P9639,Backpack,16,2025-03-26,50,2,France
772117,P8173,Jacket,22,2025-07-17,53,73,Canada
348130,P7158,Keyboard,24,2023-01-20,88,14,UK
231992,P2692,Headphones,7,2023-10-08,49,58,Canada
260974,P8984,Laptop,40,2023-12-17,4,61,Kenya
417713,P1540,Headphones,23,2023-03-14,62,69,Germany
532552,P1940,Backpack,48,2024-12-25,46,10,USA
109082,P2210,Keyboard,36,2025-04-25,71,60,France
170156,P5221,Jacket,23,2024-06-14,70,99,USA
822291,P4696,Jacket,32,2024-02-04,11,3,Kenya
740162,P8195,Phone Case,18,2024-10-09,82,32,USA
766731,P4710,T-Shirt,26,2023-01-07,18,83,USA
545352,P9118,Headphones,19,2025-01-02,57,27,UAE
856890,P8487,T-Shirt,22,2025-08-07,15,4,Canada
200155,P7934,Monitor,7,2023-05-20,68,66,Canada
637347,P1954,Jeans,3,2023-01-13,95,7,UK
758652,P2020,Shoes,34,2023-06-12,79,27,Kenya
601032,P4551,Jacket,7,2025-08-02,39,58,Kenya
470302,P3725,Headphones,11,2023-07-29,23,31,France
263758,P8210,Phone Case,19,2023-06-09,62,70,Canada
551699,P3314,Keyboard,43,2023-09-20,31,67,Germany
308135,P6049,Headphones,44,2024-04-17,10,94,France
967357,P2918,Keyboard,44,2025-06-12,15,69,USA
471268,P6651,Phone Case,42,2024-09-19,72,8,Germany
699144,P4082,Keyboard,30,2024-10-31,68,99,USA
685189,P3716,Phone Case,22,2024-09-22,21,12,Germany
990333,P3561,Phone Case,23,2023-01-30,88,89,Kenya
887411,P8614,Laptop,26,2025-02-19,44,79,UK
971389,P2396,Monitor,9,2024-07-15,32,63,Germany
689564,P6544,Backpack,19,2025-06-06,20,65,USA
597780,P5241,Monitor,16,2024-03-03,5,9,UAE
344564,P2973,Monitor,16,2024-03-16,5,74,France
764421,P7267,Keyboard,42,2023-12-23,88,88,Kenya
272216,P6241,T-Shirt,4,2023-10-28,6,5,France
126768,P4563,Jacket,32,2025-03-05,63,37,Kenya
247854,P4918,Phone Case,31,2023-04-19,75,99,France
566985,P8703,Jeans,12,2023-07-21,76,37,USA
756798,P5419,Keyboard,19,2023-10-20,35,56,Kenya
790922,P5988,Phone Case,15,2023-12-29,56,6,France
235770,P9026,Monitor,15,2024-04-23,99,20,Germany
958989,P3631,Headphones,19,2024-08-20,12,68,Kenya
706933,P1604,T-Shirt,8,2024-11-28,19,15,Canada
250148,P7406,Backpack,7,2024-03-06,30,97,Kenya
781625,P3355,Monitor,16,2023-03-01,87,87,USA
416617,P8564,Shoes,33,2024-06-14,33,98,France
202147,P2933,T-Shirt,44,2025-04-15,42,46,Kenya
684738,P5358,Monitor,10,2024-05-19,66,55,Germany
139354,P3153,Phone Case,43,2024-09-21,94,66,Canada
324929,P9168,Shoes,8,2023-12-08,24,59,Canada
537401,P8220,Monitor,25,2024-08-06,34,7,USA
446697,P4832,Phone Case,9,2023-03-28,80,33,France
565061,P2249,Jacket,40,2025-02-20,42,59,Germany
923929,P8303,T-Shirt,42,2023-04-01,38,8,UK
613447,P2842,Phone Case,40,2023-06-08,94,2,Germany
911187,P9649,Keyboard,47,2023-12-18,11,88,Canada
674302,P5791,Shoes,13,2024-11-20,60,83,UK
544377,P4281,Jeans,44,2023-12-22,95,46,Kenya
196171,P3604,Jacket,23,2024-05-21,75,95,UK
401580,P9508,Jeans,24,2025-05-29,73,97,USA
413251,P1218,Jeans,8,2025-01-22,70,18,USA
210714,P3825,Shoes,46,2024-11-01,56,68,Kenya
498001,P7336,Keyboard,49,2023-05-08,99,17,Kenya
769174,P3305,Shoes,27,2025-01-02,6,23,Canada
892417,P5596,Jeans,27,2025-04-22,99,92,Germany
862456,P7176,Keyboard,35,2023-11-02,74,17,UK
918311,P8865,Backpack,3,2023-11-20,72,12,UK
252950,P9262,Phone Case,43,2024-03-28,83,36,USA
324835,P6889,Jacket,46,2023-04-29,78,50,UAE
259665,P1326,Jeans,32,2024-12-13,72,50,France
671967,P8134,Laptop,27,2024-11-06,83,77,Kenya
502411,P6140,Jacket,25,2025-03-09,85,35,UK
682921,P5629,Laptop,2,2025-04-08,10,52,UK
469648,P6297,Phone Case,4,2025-04-12,74,8,France
110904,P6006,Phone Case,14,2024-09-03,11,42,UAE
868698,P9303,Jeans,27,2023-10-23,12,35,France
840452,P5148,Phone Case,28,2023-05-09,57,61,USA
898092,P6784,T-Shirt,46,2024-10-18,21,89,UAE
874901,P6066,Laptop,7,2024-03-07,42,35,France
613528,P2850,Laptop,35,2024-11-09,65,77,USA
250947,P9102,Phone Case,22,2024-02-28,15,50,USA
941731,P7928,Jeans,42,2025-01-07,23,59,Germany
965558,P3386,Backpack,42,2024-07-11,32,58,UAE
786288,P8528,Phone Case,21,2024-10-24,11,96,Germany
723268,P5139,Jacket,16,2023-07-28,85,39,Germany
221971,P6905,Laptop,43,2023-11-25,26,62,Canada
334936,P3776,Backpack,47,2024-09-06,58,93,UAE
877280,P4512,Monitor,14,2024-06-11,80,78,Kenya
247464,P2070,Backpack,30,2025-02-09,54,37,UK
133504,P4440,Headphones,21,2023-04-17,25,26,USA
959599,P3474,Headphones,20,2024-08-24,78,34,Canada
450455,P6661,Jacket,32,2023-12-06,31,39,France
616530,P3350,Laptop,33,2024-03-08,83,53,UAE
713818,P9648,Keyboard,14,2024-11-19,68,89,UAE
916788,P5221,Laptop,6,2024-08-04,39,97,USA
109156,P8858,Keyboard,10,2024-01-24,42,67,Kenya
920339,P3980,Headphones,22,2023-10-08,67,99,Canada
979013,P2400,T-Shirt,31,2025-07-12,76,80,Germany
963143,P1839,Headphones,2,2024-12-29,73,51,UAE
332063,P9981,Jacket,45,2025-06-01,31,30,Germany
441085,P4233,Jeans,12,2024-11-24,94,38,France
996650,P7796,Backpack,3,2024-11-14,81,97,UAE
848916,P1823,T-Shirt,7,2025-07-06,91,88,UK
102007,P4749,Laptop,34,2024-06-17,63,67,France
731443,P5476,Headphones,3,2024-09-28,36,38,UK
109509,P1781,Shoes,33,2024-05-26,89,84,Kenya
458172,P2135,Phone Case,16,2023-01-18,14,66,UAE
291761,P2022,Monitor,13,2025-07-21,38,77,USA
744087,P6094,Laptop,49,2024-09-18,49,98,Germany
592988,P9628,Backpack,2,2023-08-04,50,24,Kenya
270778,P9840,Headphones,14,2024-07-10,79,72,Germany
965793,P7447,Shoes,6,2023-05-13,18,65,Kenya
562081,P1107,Laptop,46,2023-10-07,41,10,USA
302938,P5298,Keyboard,33,2025-03-25,83,1,UK
180064,P5530,Jacket,3,2024-08-22,54,88,UAE
628495,P8582,Keyboard,23,2023-10-19,6,68,Kenya
612401,P4910,Backpack,11,2024-05-01,77,33,Germany
923974,P8206,Headphones,12,2023-07-25,94,31,France
513322,P2746,Phone Case,19,2024-04-26,14,35,UK
932687,P3047,Jacket,39,2025-05-07,79,92,Canada
658358,P3582,Headphones,25,2024-01-11,70,26,Germany
713420,P4096,Headphones,46,2025-01-29,45,67,Germany
898891,P7832,Shoes,36,2025-01-14,13,26,France
275736,P1223,Keyboard,22,2023-05-28,64,32,Kenya
600547,P6893,T-Shirt,44,2024-02-21,23,2,Canada
775217,P9153,Jeans,6,2023-05-21,3,46,Kenya
310149,P4487,Laptop,4,2023-03-10,44,38,Germany
742777,P5648,Jeans,8,2024-11-30,21,52,Germany
578700,P1362,Backpack,34,2024-08-27,75,37,Canada
605309,P8704,Headphones,16,2025-01-08,85,15,Canada
918995,P5172,Backpack,11,2024-03-03,39,94,Germany
163958,P8917,Keyboard,48,2025-06-13,27,87,UAE
410001,P8197,Backpack,4,2024-11-07,91,67,UK
541887,P5054,Laptop,14,2024-08-27,43,21,UK
283601,P5584,Shoes,25,2023-09-04,87,85,Canada
555421,P7871,Backpack,13,2023-07-12,90,6,Canada
434748,P8909,Backpack,17,2024-12-14,11,69,UAE
236241,P5384,Jeans,14,2023-09-30,33,86,UAE
955064,P2765,Monitor,13,2024-02-05,29,62,Germany
720341,P1310,Backpack,14,2025-06-15,76,88,France
816303,P1085,T-Shirt,3,2024-12-23,83,99,Kenya
553152,P8475,Shoes,3,2025-03-10,21,60,USA
116019,P9728,Headphones,24,2024-02-19,21,77,UK
891022,P1406,Laptop,12,2023-03-04,89,98,UK
880771,P6859,Headphones,11,2023-12-04,5,8,UAE
671506,P9758,Backpack,35,2024-01-16,36,80,USA
330855,P6982,Shoes,23,2023-10-26,42,30,France
697092,P9519,Shoes,34,2023-12-07,71,84,USA
823954,P6857,Shoes,40,2025-02-24,22,53,Kenya
919858,P5733,Keyboard,21,2023-02-05,98,97,France
307310,P4339,Laptop,13,2025-07-19,7,28,UK
714645,P6150,Keyboard,6,2025-05-31,49,12,Canada
929026,P1958,Keyboard,40,2024-06-18,50,32,UK
636100,P3140,Monitor,8,2023-09-29,32,16,UAE
174714,P1298,T-Shirt,40,2024-06-26,12,52,Canada
322099,P3785,Laptop,29,2023-01-17,78,82,Kenya
987282,P7052,Monitor,41,2025-01-03,97,18,France
786151,P2040,Phone Case,40,2025-03-17,83,91,France
635561,P5824,Jeans,1,2023-02-24,92,44,Canada
488445,P4751,Keyboard,24,2024-03-28,66,74,USA
398182,P8671,T-Shirt,23,2023-09-30,64,93,Kenya
958715,P9860,Jacket,48,2023-11-05,19,7,UK
114737,P6046,Jacket,36,2023-12-18,21,23,Germany
982663,P2704,Phone Case,2,2025-08-10,67,53,UK
918168,P7229,Headphones,16,2024-09-02,41,13,France
459893,P8240,Laptop,13,2023-04-02,19,70,UK
742936,P7887,Phone Case,21,2024-11-26,37,70,UAE
149223,P4046,Backpack,36,2024-10-21,23,40,UK
219271,P7481,Shoes,40,2024-03-22,80,66,USA
495069,P7661,Jeans,38,2023-07-25,50,16,Kenya
743269,P5348,T-Shirt,28,2024-01-27,36,43,Germany
334646,P9527,Laptop,16,2023-12-21,55,24,France
459280,P3622,T-Shirt,27,2023-05-21,20,88,USA
136150,P8368,Headphones,26,2024-02-15,84,3,Germany
289453,P7693,Backpack,26,2024-03-20,19,8,Germany
771688,P6299,Backpack,35,2023-01-30,74,11,Canada
142522,P2500,Backpack,46,2023-10-17,70,84,UAE
141747,P6402,Monitor,18,2023-10-23,35,75,UK
976127,P4871,Keyboard,19,2023-06-21,47,77,France
584148,P4069,Jeans,2,2025-07-17,5,29,Kenya
532675,P2095,Jacket,25,2024-12-16,43,53,Kenya
129549,P4779,Shoes,47,2023-09-27,3,69,USA
745082,P9382,Backpack,5,2024-06-26,21,3,Germany
877115,P6641,Shoes,1,2025-03-22,63,39,UAE
229911,P2931,Monitor,14,2023-07-17,9,46,France
469268,P4767,Laptop,7,2023-11-28,16,56,Canada
787554,P1453,Shoes,42,2024-04-21,55,66,Kenya
722762,P1687,Monitor,10,2025-01-14,73,57,France
109402,P5640,Jacket,5,2024-10-22,22,74,UK
809510,P9001,Jeans,40,2023-06-05,39,37,Germany
370428,P8046,Backpack,14,2023-07-23,24,76,Germany
681679,P4034,Laptop,19,2023-11-20,64,62,France
986716,P8632,Jeans,22,2024-01-17,7,95,France
877891,P2540,Phone Case,7,2023-12-03,27,57,USA
519600,P7891,Keyboard,6,2023-01-02,41,88,USA
460058,P7148,Monitor,48,2025-05-05,99,66,Canada
506952,P7581,Phone Case,6,2023-04-28,38,1,UAE
568548,P8813,Jeans,39,2024-03-27,75,97,USA
325034,P7718,Laptop,12,2025-02-02,43,34,UK
979039,P4527,Backpack,28,2024-05-18,42,41,Kenya
357110,P5544,Phone Case,20,2024-11-26,75,3,UAE
831813,P3425,Jeans,26,2024-06-14,31,34,Kenya
181529,P6646,Backpack,3,2025-02-11,23,32,UK
553160,P8917,Monitor,12,2023-10-08,1,93,USA
717005,P7100,Jacket,21,2024-11-12,3,43,France
744952,P8915,Keyboard,35,2023-06-12,76,14,France
829593,P2850,Headphones,31,2023-10-25,41,70,UK
622324,P2131,Headphones,45,2025-04-14,54,100,Canada
697731,P6113,Headphones,44,2025-04-04,67,7,France
773931,P9128,Laptop,18,2023-06-22,99,31,France
478616,P9322,T-Shirt,49,2024-07-13,71,48,UK
936052,P6208,Jacket,49,2025-06-25,44,45,Germany
697186,P1290,Shoes,9,2023-05-13,81,9,Germany
197856,P8339,Shoes,32,2024-09-11,45,54,France
891646,P7987,T-Shirt,7,2024-09-23,84,8,USA
559037,P2598,Shoes,41,2023-06-19,66,52,UK
981048,P8746,Phone Case,27,2023-04-16,57,27,Germany
958291,P2724,Backpack,34,2024-01-13,68,46,UK
718899,P3183,Shoes,19,2025-05-27,8,63,France
717598,P9561,Headphones,30,2024-08-30,98,36,France
753918,P6715,Monitor,33,2025-07-02,42,81,USA
448269,P9299,Jacket,29,2025-02-01,51,99,France
967549,P7326,Shoes,34,2025-03-04,83,5,UAE
860868,P7769,Monitor,41,2024-03-30,48,96,Canada
489679,P3553,Headphones,7,2024-11-20,87,11,USA
476953,P8658,Keyboard,22,2024-03-15,85,69,UAE
582721,P2527,Phone Case,34,2024-01-05,36,11,USA
484241,P9862,Headphones,2,2025-04-23,43,30,Canada
115474,P4389,Laptop,9,2023-03-30,52,61,Germany
412550,P9977,Jeans,15,2024-03-05,12,57,Germany
331278,P5880,Backpack,20,2023-02-14,93,83,Germany
882554,P4164,Phone Case,41,2025-04-26,26,90,USA
951664,P3260,T-Shirt,7,2023-05-18,78,27,Canada
416125,P1352,Keyboard,22,2025-06-16,96,90,France
714021,P7909,Jacket,17,2023-04-14,7,16,USA
474415,P1001,Headphones,34,2023-10-25,13,10,Germany
748475,P2650,Jeans,38,2024-12-18,59,54,Germany
958781,P2086,Jeans,35,2025-07-21,37,49,Kenya
133415,P3746,Monitor,48,2025-07-06,27,85,UK
859451,P7528,Backpack,47,2023-09-08,31,38,Germany
